from_company_id,to_company_id,from_name,to_name,n_references
zincsalindresberreetang,soudanaise,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Compagnie Soudanaise,1
zincsalindresberreetang,etablissementsjosephmas,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Établissements Joseph Mas,1
zincsalindresberreetang,omniumfrancemaroc,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Omnium de France et du Maroc,1
zincsalindresberreetang,minierebassanwicoteivoire,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Compagnie Minière du Bas-Sanwi et de la Côte-d’Ivoire,1
zincsalindresberreetang,raffineriessoufrereunies,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Raffineries de soufre réunies,1
zincsalindresberreetang,stationshivernalesafricaines,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Stations hivernales africaines,1
zincsalindresberreetang,barytecomines,"Compagnie Française du Zinc, Salindres, Berre-l'Étang","Société française La Baryte de Comines, puis Produits chimiques et blancs de Comines",1
minesmaroc,associationminiere,Société Française des Mines du Maroc,Association minière,1
minesmaroc,minierebramrane,Société Française des Mines du Maroc,Société Minière du Bramrane,1
francotunisienneimmobiliereagricolecommerciale,sidichemmak,"Société Franco-Tunisienne Immobilière, Agricole et Commerciale",Société Sidi Chemmak,1
valero,deutscheskohlendepot,Valéro,Deutsches Kohlen Depot,1
francoasiatiquepetrolesalgerie,afrique,Société Franco-Asiatique des Pétroles d’Algerie,L'Afrique française,1
frigorifiquetunis,gazregiecointeresseeeauxtunis,"Société Frigorifique de Tunis, puis Société frigorifique et Brasserie de Tunis, puis Société de fabrication des boissons de Tunisie",Compagnie du Gaz et régie co-intéressée des eaux de Tunis,1
frigorifiquetunis,tramways,"Société Frigorifique de Tunis, puis Société frigorifique et Brasserie de Tunis, puis Société de fabrication des boissons de Tunisie",Compagnie Générale Française de Tramways,1
frigorifiquetunis,tunisienneelectricitetransports,"Société Frigorifique de Tunis, puis Société frigorifique et Brasserie de Tunis, puis Société de fabrication des boissons de Tunisie",Cie des Tunisienne d'électricité et de transports,1
frigorifiquetunis,brasseriealgergauloise,"Société Frigorifique de Tunis, puis Société frigorifique et Brasserie de Tunis, puis Société de fabrication des boissons de Tunisie",Brasserie d'Alger « La Gauloise »,1
frigorifiquetunis,brasseriesglacieresinternationales,"Société Frigorifique de Tunis, puis Société frigorifique et Brasserie de Tunis, puis Société de fabrication des boissons de Tunisie",Brasseries et glacières internationales,1
comptoirsmarocains,collectiontitrescoloniauxsergevolper,Société française des Comptoirs marocains,Collection de titres coloniaux de Serge Volper,1
nordmarocain,collectiontitrescoloniauxsergevolper,Cie française Française du Nord-Marocain,Collection de titres coloniaux de Serge Volper,1
nordmarocain,pharmacienormale,Cie française Française du Nord-Marocain,Pharmacie Normale,1
galeriesfrance,ateliersdurafour,Galeries de France,Ateliers Durafour,1
galeriesfrance,phosphatesconstantine,Galeries de France,Compagnie des Phosphates de Constantine,1
gazconstantine,centraleenergieelectriquerouenchateauroux,Compagnie du Gaz de Constantine,"Cie Centrale d'énergie électrique, Rouen, Châteauroux",1
gazregiecointeresseeeauxtunis,frigorifiquetunis,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,"Société Frigorifique de Tunis, puis Société frigorifique et Brasserie de Tunis, puis Société de fabrication des boissons de Tunisie",1
gazregiecointeresseeeauxtunis,tramways,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,Compagnie Générale Française de Tramways,1
gazregiecointeresseeeauxtunis,tunisienneelectricitetransports,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,Cie des Tunisienne d'électricité et de transports,1
gazregiecointeresseeeauxtunis,fournituresmilitaires,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,Société générale de Fournitures militaires,1
gazregiecointeresseeeauxtunis,internationale,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,"Société internationale, puis Société hellénique, puis Nouvelle Société du Canal maritime de Corinthe",1
gazregiecointeresseeeauxtunis,banquetransatlantique,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,Banque transatlantique,1
gazregiecointeresseeeauxtunis,immobilieretunisienne,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,Société Immobilière tunisienne,1
gazregiecointeresseeeauxtunis,nordafricaineelectricitegazeaux,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,"Société Nord-Africaine d'Électricité, gaz et eaux",1
gazregiecointeresseeeauxtunis,collectiontitrescoloniauxsergevolper,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,Collection de titres coloniaux de Serge Volper,1
gazagnebarral,minierekaolinsdjebeldebar,Gazagne et Barral,Société minière des Kaolins du Djebel-Debar,1
gazelectricitefrancealgerie,gazconstantine,Compagnie du Gaz et de l'électricité pour la France et l'Algérie,Compagnie du Gaz de Constantine,1
gazelectricitefrancealgerie,centraleenergieelectriquerouenchateauroux,Compagnie du Gaz et de l'électricité pour la France et l'Algérie,"Cie Centrale d'énergie électrique, Rouen, Châteauroux",1
gazelectricitemostaganem,gazelectricitesidibelabbesextensions,Société du Gaz et de l'électricité de Mostaganem,Gaz et de l'électricité de Sidi-bel-Abbès et extensions,1
gazelectricitesidibelabbesextensions,algerienneeclairageforce,Gaz et de l'électricité de Sidi-bel-Abbès et extensions,Société Algérienne d'éclairage et de force,1
distributionenergieelectrique,tramwaysalgeriens,Compagnie Générale de Distribution d'énergie électrique,Société des Tramways algériens,1
distributionenergieelectrique,centraleenergieelectriquerouenchateauroux,Compagnie Générale de Distribution d'énergie électrique,"Cie Centrale d'énergie électrique, Rouen, Châteauroux",1
fournituresmilitaires,gazregiecointeresseeeauxtunis,Société générale de Fournitures militaires,Compagnie du Gaz et régie co-intéressée des eaux de Tunis,1
agricolenordafricaine,1918domainesbenislimantablat,Cie Générale Agricole Nord-Africaine,"S.A., 1918 Domaines des Beni Sliman, , Tablat",1
agricolenordafricaine,banqueunionnordafricaine,Cie Générale Agricole Nord-Africaine,Banque de l'union nord-africaine,1
agricolenordafricaine,narbonne,Cie Générale Agricole Nord-Africaine,Narbonne,1
agricolenordafricaine,unionsyndicalefinanciere,Cie Générale Agricole Nord-Africaine,"Union syndicale financière, puis Compagnie d'exploitations industrielles, électriques et immobilières",1
agricolenordafricaine,etablissementsjvinson,Cie Générale Agricole Nord-Africaine,Établissements J. Vinson,1
commercemaroc,outremer,Compagnie Générale de Commerce au Maroc,Compagnie Générale d'Outre-mer,1
commercemaroc,minesblaymardbleymard,Compagnie Générale de Commerce au Maroc,"Mines du Blaymard, Le Bleymard",1
commercemaroc,collectiontitrescoloniauxsergevolper,Compagnie Générale de Commerce au Maroc,Collection de titres coloniaux de Serge Volper,1
maroc,banqueimperialeottomane,Compagnie Générale du Maroc,"Banque impériale ottomane, puis Banque ottomane ou Osmanli Bankasi, 289 p.",1
maroc,marocaineentrepriseimmobilieremobiliere,Compagnie Générale du Maroc,"Société Marocaine d'entreprise générale immobilière et mobilière, puis La Construction marocaine et La Construction civile",1
maroc,huileriesmaghreb,Compagnie Générale du Maroc,Société des Huileries du Maghreb,1
maroc,moulinsmaghreb,Compagnie Générale du Maroc,Société des Moulins du Maghreb,1
maroc,maritimemaroc,Compagnie Générale du Maroc,Compagnie Maritime du Maroc,1
maroc,marocaineapprovisionnement,Compagnie Générale du Maroc,Marocaine d'approvisionnement,1
maroc,habitationsmaroc,Compagnie Générale du Maroc,Société d'Habitations au Maroc,1
maroc,cheminsfermaroc,Compagnie Générale du Maroc,Compagnie des Chemins de fer du Maroc,1
maroc,transportstourismemaroc,Compagnie Générale du Maroc,Compagnie Générale de Transports et tourisme au Maroc,1
maroc,unionovineafriquenord,Compagnie Générale du Maroc,Union ovine de l'Afrique du Nord,1
maroc,nordafricaineventespubliques,Compagnie Générale du Maroc,Société Nord-Africaine de Ventes publiques,1
groupemarocainetudeentreprises,marcuardkraussmarcuardmarcuardmeyerborelmarcuardmeyerborelsorbemeyerborelsorbesorbeganaybanquiersparis,Groupe marocain d'étude et d'entreprises,"Marcuard, Krauss et Cie, Marcuard et Cie, Marcuard, Meyer-Borel et Cie, Marcuard, Meyer-Borel, Sorbé et Cie, Meyer-Borel, Sorbé et Cie, Sorbé, Ganay et Cie, banquiers à Paris",1
grandhoteloran,etablissementsjvinson,Grand Hôtel d'Oran,Établissements J. Vinson,1
grandhoteloran,creditagricolecommercialalgeriencommanditeparactions,Grand Hôtel d'Oran,"Crédit agricole et commercial algérien, société en commandite par actions, puis Crédit agricole, commercial et industriel algérien, S.A.",1
grandhoteloran,voyageshotelsnordafricains,Grand Hôtel d'Oran,Société des voyages et hôtels nord-africains,1
grandhotelbeausejourtexenna,djidjelliplage,"Grand Hôtel Beauséjour, à Texenna",Djidjelli-Plage,1
grandshotelsafriquenord,etablissementsjvinson,Grands Hôtels de l'Afrique du Nord,Établissements J. Vinson,1
grandshotelsafriquenord,creditagricolecommercialalgeriencommanditeparactions,Grands Hôtels de l'Afrique du Nord,"Crédit agricole et commercial algérien, société en commandite par actions, puis Crédit agricole, commercial et industriel algérien, S.A.",1
grandshotelsafriquenord,voyageshotelsnordafricains,Grands Hôtels de l'Afrique du Nord,Société des voyages et hôtels nord-africains,1
grandshotelsmarocains,holdingcoloniale,Les Grands Hôtels marocains,La Holding coloniale,1
grossecassetfabars,grossecassetentrepreneursquinhondalat,"Grosse, Casset et Fabars","Grosse et Casset, entrepreneurs à Quinhon et Dalat. Puis Société dalatoise de construction",1
groupeafricainminier,omniumelectricite,Groupe africain minier,Omnium français d'électricité,1
habitationsmaroc,maroc,Société d'Habitations au Maroc,Compagnie Générale du Maroc,1
habramacta,francoalgerienne,Société de l'Habra et de la Macta,Compagnie Franco-algérienne,1
habramacta,domainehabramacta,Société de l'Habra et de la Macta,Société du domaine de l'Habra et de la Macta,1
domainehabramacta,habramacta,Société du domaine de l'Habra et de la Macta,Société de l'Habra et de la Macta,1
domainehabramacta,francoalgerienne,Société du domaine de l'Habra et de la Macta,Compagnie Franco-algérienne,1
domainehabramacta,collectiontitrescoloniauxsergevolper,Société du domaine de l'Habra et de la Macta,Collection de titres coloniaux de Serge Volper,1
etudes,unionminesmarocaines,"Société d'études, puis Société minière du Haut-Guir",Union des mines marocaines,1
etudes,mineraisfermagnetiquesmoktaelhadid,"Société d'études, puis Société minière du Haut-Guir","Compagnie des minerais de fer magnétiques de Mokta-el-Hadid, puis Compagnie française de Mokta",1
etudes,creditfoncieralgerietunisie,"Société d'études, puis Société minière du Haut-Guir",Crédit foncier d'Algérie et de Tunisie,1
etudes,unionmines,"Société d'études, puis Société minière du Haut-Guir",Union des mines,1
etudes,omniumminesalgerietunisie,"Société d'études, puis Société minière du Haut-Guir",Omnium Société générale de mines d'Algérie-Tunisie,1
contributionhistoirepechetunisie,francotunisiennecommercialeindustrielleagricole,Contribution à l'histoire de la pêche en Tunisie,"Société Franco-Tunisienne Commerciale, Industrielle et Agricole",1
contributionhistoirepechetunisie,phosphatescheminsfergafsa,Contribution à l'histoire de la pêche en Tunisie,Compagnie des phosphates et chemins de fer de Gafsa,1
contributionhistoirepechetunisie,thonairebordjkhadidja,Contribution à l'histoire de la pêche en Tunisie,Thonaire de Bordj-Khadidja,1
contributionhistoirepechetunisie,pecheriesfrancaisestunisie,Contribution à l'histoire de la pêche en Tunisie,Société des Pêcheries françaises de Tunisie,1
contributionhistoirepechetunisie,portbizerte,Contribution à l'histoire de la pêche en Tunisie,Société du Port de Bizerte,1
contributionhistoirepechetunisie,chalutierstunisiens,Contribution à l'histoire de la pêche en Tunisie,Chalutiers tunisiens,1
contributionhistoirepechetunisie,pecheriestunisiennes,Contribution à l'histoire de la pêche en Tunisie,Pêcheries tunisiennes,1
hotelcarlton,algerienneconstructionsnavalesmecaniques,Hôtel Carlton,Société Algérienne de constructions navales et mécaniques,1
hotelcarlton,bernabefreres,Hôtel Carlton,Bernabé frères,1
hotelcarlton,etssavournin,Hôtel Carlton,Éts Savournin & Cie,1
hotelcarlton,immobiliereforteau,Hôtel Carlton,Immobilière du Fort-de-l'Eau,1
hotelexcelsior,parismarocholdingcherifiengustavegompel,Hôtel Excelsior,"Paris-Maroc, le holding chérifien de Gustave Gompel",1
hotelscheminsfermaroc,voyageshotelsnordafricains,Hôtels des Chemins de fer du Maroc,Société des voyages et hôtels nord-africains,1
houilleressudoranaisprecedents,mineraisfermagnetiquesmoktaelhadid,Houillères du Sud-Oranais et précédents,"Compagnie des minerais de fer magnétiques de Mokta-el-Hadid, puis Compagnie française de Mokta",1
etshubertdolbeau,francomarocaineoufrancomarocaine,Éts Hubert Dolbeau & Cie,Société Franco-Marocaine ou Société franco-marocaine,1
huileriessavonneriesalgeriennes,cellulosesafriquenord,"Huileries et savonneries algériennes, puis Huilerie et savonnerie de Kabylie, Mirabeau",Société des Celluloses de l'Afrique française du Nord,1
huileriessavonneriesalgeriennes,algeriennematerielagricole,"Huileries et savonneries algériennes, puis Huilerie et savonnerie de Kabylie, Mirabeau",Société Algérienne de Matériel agricole,1
huileriessavonneriesalgeriennes,minescarrieresboumahni,"Huileries et savonneries algériennes, puis Huilerie et savonnerie de Kabylie, Mirabeau",Société des Mines et carrières de Bou-Mahni,1
huileriessavonneriesalgeriennes,comptoirescomptegrandekabylie,"Huileries et savonneries algériennes, puis Huilerie et savonnerie de Kabylie, Mirabeau",Comptoir d'escompte de la Grande-Kabylie,1
huileriessavonneriesalgeriennes,collectiontitrescoloniauxsergevolper,"Huileries et savonneries algériennes, puis Huilerie et savonnerie de Kabylie, Mirabeau",Collection de titres coloniaux de Serge Volper,1
huileriessavonneriesalgeriennes,collectiontitrescoloniauxpeterseidel,"Huileries et savonneries algériennes, puis Huilerie et savonnerie de Kabylie, Mirabeau",Collection de titres coloniaux de Peter Seidel,1
huileriefrancotunisienne,minesbenihimmel,Huilerie franco-tunisienne,Société des mines de Beni-Himmel,1
huileriesalgerienneselkseur,collectiontitrescoloniauxsergevolper,"Huileries algériennes, El-Kseur",Collection de titres coloniaux de Serge Volper,1
